studentID,score_exam1,score_exam2,num_total_activities,num_exams,num_activity1,num_activity2,num_activity3,num_activity4
143,157,175,89,6,38,7,6,30
144,131,131,1,1,0,0,0,0
145,155,155,10,1,5,2,1,1
146,141,141,30,2,20,3,3,0
147,151,151,43,2,0,5,4,3
148,155,162,33,13,19,0,1,0
149,156,160,6,6,0,0,0,0
150,142,142,76,2,46,6,4,1
151,151,151,17,2,0,6,6,3
152,147,147,2,1,0,1,0,0
153,149,149,1,1,0,0,0,0
154,146,146,9,1,0,2,2,0
155,148,148,10,1,4,2,1,2
156,142,150,115,19,76,8,6,6
157,157,157,17,1,9,4,3,0
158,138,138,4,2,0,0,1,0
159,160,164,85,7,61,7,2,7
160,146,150,11,2,0,3,2,0
161,146,146,3,1,1,1,0,0
162,152,165,105,17,72,5,5,5
163,145,145,6,1,1,3,1,0
164,152,157,202,3,154,9,5,29
165,148,154,58,3,33,7,5,10
166,150,156,119,4,77,8,4,7
167,152,152,6,1,0,1,3,1
168,162,170,23,10,11,0,1,1
169,141,141,38,1,33,2,2,0
170,143,147,32,5,21,3,2,1
171,153,163,222,12,117,9,6,39
172,145,145,7,1,0,1,0,0
173,163,163,25,2,8,4,3,5
174,138,138,88,1,60,4,3,3
175,144,147,42,2,23,4,3,1
176,155,155,30,1,26,1,2,0
177,151,158,73,7,40,8,6,10
178,151,153,35,2,32,1,0,0
179,141,149,135,4,55,3,3,70
180,156,161,12,2,8,0,0,2
181,157,157,27,1,12,2,2,1
182,153,159,57,2,23,5,5,2
183,143,144,89,5,81,2,1,0
184,146,170,54,8,29,6,4,3
185,142,144,92,8,37,3,4,15
186,154,165,241,27,142,7,6,39
187,156,159,25,2,15,6,2,0
188,150,150,6,1,0,2,3,0
189,160,162,27,3,2,8,6,6
190,137,137,25,1,16,3,2,1
191,145,157,72,10,9,8,6,36
192,165,165,31,1,6,3,3,16
193,152,156,103,4,51,9,6,27
194,157,165,20,6,6,6,2,0
195,145,151,17,2,0,3,2,0
196,147,164,117,5,42,1,2,61
197,150,152,66,2,42,7,2,5
198,146,159,75,4,40,8,5,16
199,151,156,30,5,5,9,6,5
200,121,121,27,1,9,0,3,0
201,155,155,63,3,37,4,4,3
202,142,171,39,10,6,8,5,10
203,144,157,61,6,32,8,6,9
204,152,158,53,4,2,9,6,24
205,154,161,84,6,53,4,5,6
206,144,144,7,1,0,4,2,0
207,152,163,69,2,21,9,5,29
208,159,171,37,5,15,3,4,10
209,148,148,51,2,13,3,4,15
210,150,150,13,1,9,1,0,0
211,134,134,9,2,0,3,2,1
212,138,138,113,1,39,6,6,57
213,166,168,25,2,10,7,5,1
214,145,148,19,2,12,1,1,3
215,146,146,6,1,0,2,3,0
216,157,157,22,1,7,1,0,0
217,141,145,30,2,26,1,0,0
218,133,133,3,1,1,1,0,0
219,135,135,3,1,0,1,1,0
220,160,160,27,1,14,8,3,1
221,140,140,2,1,0,1,0,0
222,158,159,68,2,40,9,6,5
223,150,156,78,3,38,9,5,16
224,148,148,73,5,30,8,5,22
225,148,153,27,4,8,5,3,0
226,151,151,152,1,113,4,4,9
227,129,129,2,1,0,1,0,0
228,156,156,4,1,3,0,0,0
229,157,157,176,1,150,8,6,5
230,154,154,13,1,9,0,1,0
231,144,144,4,1,0,1,0,0
232,146,152,38,2,4,9,6,9
233,147,155,78,5,39,7,5,14
234,147,154,44,5,23,7,4,5
235,146,146,10,1,0,3,1,0
236,146,146,17,1,1,3,1,0
237,136,136,18,1,2,3,1,0
238,160,163,16,2,12,1,0,0
239,150,150,120,3,95,9,3,2
240,147,150,14,2,7,1,0,1
241,147,147,14,1,7,3,1,0
242,148,148,65,4,26,7,5,17
243,148,148,3,1,0,1,0,0
244,139,145,73,3,37,5,6,7
245,143,143,2,1,0,1,0,0
246,135,135,41,1,34,2,3,0
247,147,147,7,2,0,3,2,0
248,150,152,16,4,1,6,3,0
249,147,156,128,8,33,7,5,44
250,166,170,46,5,40,1,0,0
251,137,137,50,1,6,4,1,1
252,129,130,8,2,1,2,2,0
253,149,165,25,2,13,5,4,1
254,141,151,69,3,41,8,6,8
255,129,129,6,1,0,2,1,0
256,138,138,11,1,0,5,4,0
257,133,133,2,1,0,1,0,0
258,134,158,126,44,10,7,5,6
259,157,157,106,3,91,7,5,0
260,137,137,14,1,3,3,5,0
261,146,149,76,3,41,6,6,16
262,146,146,26,1,19,4,2,0
263,140,140,70,1,45,0,0,15
264,133,133,1,1,0,0,0,0
265,144,155,22,3,12,1,3,1
266,150,157,9,2,4,2,0,0
267,147,147,4,1,0,2,1,0
268,164,164,3,1,0,0,0,0
269,154,154,15,1,13,1,0,0
270,153,163,110,13,82,4,0,6
271,162,162,14,1,0,6,6,1
272,144,146,26,2,17,3,4,0
273,153,164,64,7,27,6,3,15
274,142,156,84,5,76,1,2,0
275,148,148,14,1,3,1,1,0
276,158,158,7,1,1,3,2,0
277,140,146,55,5,18,6,5,13
278,159,169,89,2,39,1,1,46
279,148,149,28,9,6,1,3,0
280,159,161,101,5,24,8,6,58
281,153,160,23,2,19,1,0,1
282,158,161,91,2,41,5,4,19
283,160,167,99,10,23,6,5,19
284,141,144,11,2,9,0,0,0
285,160,160,11,1,4,2,1,0
286,151,161,149,9,83,8,4,33
287,140,147,11,2,3,2,2,1
288,128,128,2,1,0,1,0,0
289,139,158,27,3,13,3,4,3
290,142,142,9,1,0,5,3,0
291,150,150,3,1,0,1,1,0
292,150,150,15,1,4,4,2,0
293,161,161,9,1,1,3,0,1
294,155,155,28,2,15,3,2,4
295,134,138,32,2,0,2,3,3
296,142,142,4,1,0,2,1,0
297,160,160,3,1,0,2,0,0
298,152,152,4,1,2,1,0,0
299,148,149,42,2,23,7,3,3
300,145,145,29,1,5,9,4,7
301,140,153,8,4,0,2,1,0
302,153,156,44,2,11,9,6,14
303,156,160,97,8,52,6,6,20
304,160,160,47,1,19,2,4,21
305,138,139,63,2,41,1,1,0
306,163,163,13,2,10,1,0,0
307,137,137,22,1,14,3,2,2
308,140,165,30,11,6,4,4,2
309,153,153,16,1,13,0,0,0
310,140,143,25,5,6,4,4,6
311,152,152,5,1,0,2,2,0
312,148,157,17,3,6,5,1,2
313,142,142,16,3,0,4,5,4
314,151,157,40,2,10,9,6,9
315,149,152,21,2,16,2,1,0
316,143,144,106,7,54,7,6,19
317,148,154,118,4,75,6,4,10
318,142,142,4,1,2,1,0,0
319,144,155,216,4,118,6,5,81
320,166,166,36,1,22,4,5,4
321,146,146,3,1,0,1,0,0
322,142,142,14,1,8,0,0,5
323,164,164,47,1,43,1,0,0
324,121,162,33,3,16,5,5,3
325,166,166,61,1,5,7,4,37
326,139,150,55,3,36,3,2,11
327,144,150,36,2,18,4,1,8
328,149,166,54,8,36,4,3,0
329,151,151,59,1,48,5,2,0
330,137,158,65,7,30,5,4,19
331,157,162,22,2,0,7,6,4
332,139,139,58,1,33,4,2,3
333,145,145,13,2,2,1,2,0
334,150,157,91,3,34,9,6,6
335,146,161,186,33,125,7,6,10
336,152,158,49,8,28,3,6,3
337,155,164,56,4,18,4,4,25
338,141,152,56,9,27,2,2,1
339,134,156,122,9,72,2,3,36
340,158,158,25,4,9,3,2,5
341,148,156,91,5,51,8,6,20
342,140,140,1,1,0,0,0,0
343,167,175,172,29,102,0,0,28
344,149,149,103,2,31,4,6,52
345,152,152,11,1,8,1,0,0
346,124,124,3,1,0,0,1,0
347,150,150,37,2,28,2,1,0
348,155,163,49,4,32,3,2,1
349,155,179,110,11,67,6,6,6
350,147,147,11,1,0,1,1,0
351,154,154,5,1,0,3,1,0
352,152,152,1,1,0,0,0,0
353,156,165,52,3,13,7,5,20
354,159,159,29,1,17,4,1,0
355,154,154,124,1,78,6,4,35
356,142,157,105,19,44,8,4,19
357,151,151,56,2,41,1,2,8
358,145,145,43,1,38,2,1,0
359,149,163,207,6,77,9,5,57
360,150,150,9,1,3,3,2,0
361,140,140,2,1,0,1,0,0
362,144,144,18,1,6,5,4,0
363,157,157,10,1,0,3,5,0
364,146,150,32,3,13,1,2,2
365,146,155,37,3,7,4,3,2
366,140,143,13,3,5,1,2,0
367,152,170,61,8,36,6,4,7
368,139,149,52,2,32,6,3,1
369,162,166,13,5,0,3,2,0
370,134,144,21,2,12,4,3,0
371,156,156,39,2,33,2,1,0
372,153,153,2,1,0,1,0,0
373,140,140,53,1,18,2,3,3
374,137,137,28,2,17,0,0,1
375,152,152,5,1,0,2,0,0
376,152,156,50,10,19,1,0,13
377,145,153,19,2,4,5,4,3
378,144,144,2,1,0,1,0,0
379,140,147,102,4,53,8,4,4
380,149,154,65,6,43,2,0,0
381,143,147,23,2,2,2,2,2
382,157,162,132,13,70,7,5,25
383,124,124,3,1,0,0,0,0
384,158,164,57,3,32,4,5,10
385,157,157,51,1,26,5,6,6
386,155,161,40,5,4,7,5,6
387,133,133,3,1,0,0,0,0
388,146,146,35,2,19,7,6,1
389,153,153,4,1,0,1,2,0
390,125,125,4,1,0,2,1,0
391,157,157,21,2,7,3,1,1
392,133,133,15,1,0,1,2,0
393,161,173,119,7,79,6,3,23
394,135,135,11,1,0,1,2,0
395,146,160,45,5,11,6,3,17
396,153,159,61,4,46,3,2,0
397,150,150,30,1,14,3,2,1
398,155,155,3,1,0,1,0,0
399,148,154,100,4,52,4,6,8
400,136,164,130,2,57,4,5,61
401,151,151,21,3,11,2,2,3
402,155,164,79,6,56,6,6,0
